,name,country,coords
https://openalex.org/I27577105,University College Cork,IE,"(51.8947012, -8.4903105)"
https://openalex.org/I141597827,Fonterra (New Zealand),NZ,
https://openalex.org/I130769515,Pennsylvania State University,US,"(40.8128971, -77.8710571)"
https://openalex.org/I165682329,Guru Nanak Dev University,IN,"(31.6401718, 74.8226685)"
https://openalex.org/I32062511,Heriot-Watt University,GB,"(55.9102959, -3.3234475)"
https://openalex.org/I205349734,Hokkaido University,JP,"(43.0790078, 141.3377295)"
https://openalex.org/I150406212,University of Khartoum,SD,"(15.6111681, 32.5414963)"
https://openalex.org/I4210090873,Danone (France),FR,"(43.4023429, 0.1945082)"
https://openalex.org/I4210104197,Food Process Engineering and Microbiology,FR,
https://openalex.org/I134560555,Université Toulouse III - Paul Sabatier,FR,
https://openalex.org/I181391015,Universidade Estadual de Campinas (UNICAMP),BR,
https://openalex.org/I19820366,Chinese Academy of Sciences,CN,"(39.9093367, 116.3297146)"
https://openalex.org/I4210112946,Shanghai Institute of Organic Chemistry,CN,
https://openalex.org/I95457486,"University of California, Berkeley",US,"(37.868658, -122.2559343)"
https://openalex.org/I97018004,Stanford University,US,"(37.4313138, -122.1693654)"
https://openalex.org/I51158804,Massey University,NZ,"(-36.7327011, 174.7026709)"
https://openalex.org/I79817857,University of Guelph,CA,"(43.5327864, -80.2249974)"
https://openalex.org/I4210148006,Laboratoire de Génie des Procédés – Environnement – Agro-alimentaire,FR,
https://openalex.org/I198105771,Kasetsart University,TH,"(13.8482589, 100.5675435)"
https://openalex.org/I173911158,Iowa State University,US,"(42.0279608, -93.6447375)"
https://openalex.org/I153230381,Charles Sturt University,AU,"(-35.0636071, 147.3552234)"
https://openalex.org/I204824540,University of Wollongong,AU,"(-34.4050554, 150.8783465)"
https://openalex.org/I134820265,Consejo Superior de Investigaciones Científicas,ES,"(40.4407145, -3.6874014)"
https://openalex.org/I1292875679,Commonwealth Scientific and Industrial Research Organisation,AU,"(-31.9495086, 115.7896174)"
https://openalex.org/I6289922,Universidade de Vigo,ES,"(42.1703576, -8.6834088)"
https://openalex.org/I102064193,University of Siena,IT,
https://openalex.org/I174306211,Technion – Israel Institute of Technology,IL,"(32.7768128, 35.0225446)"
https://openalex.org/I154130895,University of Auckland,NZ,"(-36.8660955, 174.7737331)"
https://openalex.org/I32625721,University of Saskatchewan,CA,"(52.1344194, -106.6277843)"
https://openalex.org/I90610280,South China University of Technology,CN,"(23.160342, 113.3372426)"
https://openalex.org/I35777872,North Carolina Agricultural and Technical State University,US,"(36.0781271, -79.770547)"
https://openalex.org/I58918642,"Sofia University ""St. Kliment Ohridski""",BG,"(42.6935364, 23.33528)"
https://openalex.org/I107539069,Chaudhary Devi Lal University,IN,"(29.5476667, 75.0431636)"
https://openalex.org/I4210098450,Instituto de Fermentaciones Industriales,ES,
https://openalex.org/I162148367,Pontificia Universidad Católica de Chile,CL,"(-33.4417749, -70.6403258)"
https://openalex.org/I67388046,Gorgan University of Agricultural Sciences and Natural Resources,IR,
https://openalex.org/I181343428,University of Zagreb,HR,"(45.8168948, 15.897824)"
https://openalex.org/I63341726,Université du Québec à Trois-Rivières,CA,"(46.3467036, -72.579258)"
https://openalex.org/I4210113155,Unilever (Netherlands),NL,"(51.9252337, 4.4779935)"
https://openalex.org/I4210165874,Alliance Protein Laboratories (United States),US,
https://openalex.org/I4210165561,San-Ei Gen F.F.I (Japan),JP,
https://openalex.org/I148128674,University of Shanghai for Science and Technology,CN,"(31.2950161, 121.5506739)"
https://openalex.org/I130343225,Universiti Putra Malaysia,MY,"(2.9918365, 101.720677)"
https://openalex.org/I86501945,University of Delaware,US,"(39.6802837, -75.7530984)"
https://openalex.org/I4210093414,Bioanalytica (Switzerland),CH,
https://openalex.org/I123044942,Universitat Autònoma de Barcelona,ES,"(41.5015527, 2.1062607)"
https://openalex.org/I87216513,Michigan State University,US,"(42.7023794, -84.4803869)"
https://openalex.org/I71999127,Universitat de Barcelona,ES,"(41.3868596, 2.1634784)"
https://openalex.org/I4210159946,Riddet Institute,NZ,"(-40.3883959, 175.6212761)"
https://openalex.org/I32597200,Ghent University,BE,"(51.0078485, 3.7108831)"
https://openalex.org/I4210125256,"Jerzy Haber Institute of Catalysis and Surface Chemistry, Polish Academy of Sciences",PL,
https://openalex.org/I91045830,Texas A&M University,US,"(30.6108618, -96.3520606)"
https://openalex.org/I170897317,Duke University,US,"(36.0001557, -78.9442297)"
https://openalex.org/I154338468,University of Fribourg,CH,"(46.793058, 7.157106)"
https://openalex.org/I121980950,Utah State University,US,"(41.7526959, -111.808733)"
https://openalex.org/I1331897569,Agriculture and Agri-Food Canada,CA,"(45.3649876, -75.7353526)"
https://openalex.org/I102322142,"Rutgers, The State University of New Jersey",US,
https://openalex.org/I204778367,Norwegian University of Science and Technology,NO,"(63.4480239, 10.4536394)"
https://openalex.org/I165779595,University of Melbourne,AU,"(-37.8241371, 144.9170886)"
https://openalex.org/I111599522,Jiangnan University,CN,"(31.4851218, 120.2673352)"
https://openalex.org/I4210152154,State Key Laboratory of Food Science and Technology,CN,
https://openalex.org/I169381384,University of Groningen,NL,"(53.2194416, 6.5629863)"
https://openalex.org/I4210127902,Leibniz Institute of Plant Genetics and Crop Plant Research,DE,
https://openalex.org/I2801944787,Cocoa Research Institute of Nigeria,NG,
https://openalex.org/I18045400,Federal University of Agriculture,NG,
https://openalex.org/I174878644,University of Patras,GR,"(38.2869279, 21.7851062)"
https://openalex.org/I71270174,Victoria University,AU,"(-37.8048985, 144.8983879)"
https://openalex.org/I4210088691,Secretaría de Salud de Jalisco,MX,"(20.6706372, -103.3144584)"
https://openalex.org/I4387153549,Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco,,
https://openalex.org/I189442560,Gyeongsang National University,KR,"(35.155469, 128.0962563)"
https://openalex.org/I5023651,McGill University,CA,"(45.5068861, -73.5787118)"
https://openalex.org/I4068193,University of Belgrade,RS,"(44.8179654, 20.4507765)"
https://openalex.org/I24354313,University of Buenos Aires,AR,
https://openalex.org/I4210147153,"Agencia Nacional de Promoción de la Investigación, el Desarrollo Tecnológico y la Innovación",AR,
https://openalex.org/I53241121,Fundación Ciencias Exactas y Naturales,AR,
https://openalex.org/I66946132,"University of Maryland, College Park",US,"(38.9784587, -76.9282678)"
https://openalex.org/I4210167387,Institute for Biotechnology and Bioengineering,PT,
https://openalex.org/I99682543,University of Minho,PT,"(41.5599112, -8.3968123)"
https://openalex.org/I4210108471,Le Mans Université,FR,"(48.0869099, -0.7592702)"
https://openalex.org/I2802964274,Interface (United States),US,
https://openalex.org/I84524832,Alexandria University,EG,"(31.2104662, 29.9131341)"
https://openalex.org/I109954829,Agricultural University of Athens,GR,"(37.9824516, 23.7044444)"
https://openalex.org/I4210097641,Istituto Nazionale di Ricerca per gli Alimenti e la Nutrizione,IT,
https://openalex.org/I131729948,University of Salerno,IT,
https://openalex.org/I11892038,University of Nigeria,NG,"(6.8641025, 7.4097397)"
https://openalex.org/I79238269,Universidad de Sevilla,ES,"(37.3775547, -5.9782791)"
https://openalex.org/I204823248,Huazhong Agricultural University,CN,"(30.4739905, 114.348398)"
https://openalex.org/I4210105141,"Biomedical Research Networking Center in Bioengineering, Biomaterials and Nanomedicine",ES,
https://openalex.org/I4210122902,Institute of Advanced Chemistry of Catalonia,ES,
https://openalex.org/I4210117966,Institut Galien Paris-Saclay,FR,
https://openalex.org/I876193797,Vellore Institute of Technology University,IN,"(12.969728, 79.1606943)"
https://openalex.org/I19894307,Université de Montpellier,FR,"(43.6315655, 3.8618177)"
https://openalex.org/I4210088087,Ingénierie des Agropolymères et Technologies Emergentes,FR,
https://openalex.org/I89652312,Northwest A&F University,CN,"(34.2617412, 108.0641068)"
https://openalex.org/I146773158,Qingdao Agricultural University,CN,"(36.3226285, 120.3931739)"
https://openalex.org/I157725225,University of Illinois Urbana-Champaign,US,"(40.0761545, -88.2233134)"
https://openalex.org/I4210166208,"Animal, Food and Health Sciences",AU,
https://openalex.org/I170013655,Isfahan University of Technology,IR,"(32.7186844, 51.5341465)"
https://openalex.org/I4210155873,ARC Centre of Excellence for Plant Success in Nature and Agriculture,AU,
https://openalex.org/I15766328,Universitat de Lleida,ES,"(41.6284922, 0.5968596)"
https://openalex.org/I35440088,ETH Zurich,CH,"(47.413218, 8.5374914)"
https://openalex.org/I2802706902,Knoxville College,US,"(35.9711458, -83.9441355)"
https://openalex.org/I4210116605,Institute of Agro-Products Processing Science and Technology,CN,
https://openalex.org/I4210138501,Chinese Academy of Agricultural Sciences,CN,"(39.9610128, 116.3234195)"
https://openalex.org/I65079550,Universiti Malaysia Perlis,MY,"(6.4642829, 100.3486249)"
https://openalex.org/I4210131552,Foraggere e Lattiero Casearie,IT,
https://openalex.org/I141649914,Nanchang University,CN,"(28.6612687, 115.7975974)"
https://openalex.org/I4210164629,Pension Fund for Care and Well-Being,NL,
https://openalex.org/I155125381,Galgotias University,IN,"(28.3671232, 77.5404599)"
https://openalex.org/I74525822,Hubei University of Technology,CN,"(30.4868868, 114.3078559)"
https://openalex.org/I169572211,Northeast Agricultural University,CN,"(45.7276694, 126.7179532)"
https://openalex.org/I4210109382,Instituto Federal do Sudeste de Minas Gerais,BR,"(-21.1124382, -44.2467121)"
https://openalex.org/I146165071,Universidade Federal de Viçosa,BR,"(-20.767635, -42.8587855)"
https://openalex.org/I4210155391,Departamento de Ciência e Tecnologia,BR,
https://openalex.org/I99464096,KU Leuven,BE,"(50.8057129, 3.2915374)"
https://openalex.org/I151854742,Faculdade de Medicina de Marília,BR,"(-22.2268858, -49.9369068)"
https://openalex.org/I4210138055,Agriculture and Food,AU,"(-34.9946134, 117.8590632)"
https://openalex.org/I28777354,Sejong University,KR,"(37.550848, 127.0746074)"
https://openalex.org/I190242452,Guangdong Pharmaceutical University,CN,"(23.1009957, 113.2612631)"
https://openalex.org/I79619799,University of Birmingham,GB,"(52.4522956, -1.9312857)"
https://openalex.org/I4210149212,Kerry Group (Ireland),IE,
https://openalex.org/I4210115083,TÜBİTAK Marmara Research Center,TR,
https://openalex.org/I198068145,Scientific and Technological Research Council of Turkey,TR,
https://openalex.org/I185163786,King Abdulaziz University,SA,"(21.4934147, 39.2485449)"
https://openalex.org/I100072489,Yeditepe University,TR,"(40.971332, 29.1505921)"
https://openalex.org/I142899784,University of Sfax,TN,
https://openalex.org/I4210112527,Luxembourg Institute of Science and Technology,LU,"(49.5679727, 5.9335801)"
https://openalex.org/I2800285241,Institut Agro Rennes-Angers,FR,"(48.1132164, -1.7077569)"
https://openalex.org/I4210132287,Laboratoire Science & technologie du Lait & de l'œuf,FR,
https://openalex.org/I42731748,National Institute of Applied Science and Technology,TN,
https://openalex.org/I187560010,University of Béjaïa,DZ,"(36.7514659, 5.0343172)"
https://openalex.org/I4210139035,Agroscope,CH,"(46.76935, 7.1063265)"
https://openalex.org/I63966007,Massachusetts Institute of Technology,US,"(42.3582529, -71.0966272)"
https://openalex.org/I52158045,China Agricultural University,CN,"(40.025228, 116.2745405)"
https://openalex.org/I16365422,Hefei University of Technology,CN,"(31.8467475, 117.2905389)"
https://openalex.org/I179026463,Beijing Technology and Business University,CN,
https://openalex.org/I177605424,Amherst College,US,"(42.3703768, -72.5160692)"
https://openalex.org/I3131484930,National Institute of Technology Nagaland,IN,
https://openalex.org/I47689461,Northeast Forestry University,CN,"(45.7186275, 126.6287385)"
https://openalex.org/I194450716,Jilin University,CN,"(43.8206879, 125.2711103)"
https://openalex.org/I185249246,Central Drug Research Institute,IN,
https://openalex.org/I176453806,University of Potsdam,DE,"(44.6606505, -74.9704788)"
https://openalex.org/I63568130,Sant Longowal Institute of Engineering and Technology,IN,
https://openalex.org/I160368002,Lebanese University,LB,"(33.8269232, 35.521298)"
https://openalex.org/I4210143168,Automation and Process Engineering Laboratory,FR,
https://openalex.org/I100532134,Université Claude Bernard Lyon 1,FR,"(45.7816645, 4.8681545)"
https://openalex.org/I58048189,Shahid Beheshti University of Medical Sciences,IR,
https://openalex.org/I4210107800,National Nutrition and Food Technology Research Institute,IR,
https://openalex.org/I2800400464,Universidad Autónoma de Nayarit,MX,"(20.6766639, -105.2200518)"
https://openalex.org/I2801559191,New South Wales Department of Primary Industries,AU,
https://openalex.org/I114982161,Isfahan University of Medical Sciences,IR,
https://openalex.org/I184896493,Sari Agricultural Sciences and Natural Resources University,IR,
https://openalex.org/I154425047,University of Alberta,CA,"(53.52682, -113.5244937)"
https://openalex.org/I51622183,Shaanxi University of Science and Technology,CN,
https://openalex.org/I59028903,Ocean University of China,CN,"(36.1614396, 120.4935835)"
https://openalex.org/I4210093304,Universidad de Cuautitlán Izcalli,MX,"(19.6595095, -99.2218177)"
https://openalex.org/I8961855,Universidad Nacional Autónoma de México,MX,"(19.321597, -99.1849259)"
https://openalex.org/I200362191,Universidad Autónoma Metropolitana,MX,"(19.3620769, -99.0728976)"
https://openalex.org/I24062138,Konkuk University,KR,"(37.5400566, 127.0702592)"
https://openalex.org/I56590836,Monash University,AU,"(-37.7839745, 144.9586743)"
https://openalex.org/I23946033,University of Tehran,IR,"(35.704584, 51.394761)"
https://openalex.org/I4210151987,Ministry of Agriculture and Rural Affairs,CN,"(39.9331167, 116.4576852)"
https://openalex.org/I76130692,Zhejiang University,CN,"(30.521595, 120.7195312)"
https://openalex.org/I134687103,Nanjing Tech University,CN,
https://openalex.org/I204743663,University of Mysore,IN,"(12.3059327, 76.6403692)"
https://openalex.org/I43218427,Mohanlal Sukhadia University,IN,"(24.5943688, 73.7316634)"
https://openalex.org/I4104125,Universidade Federal de Santa Catarina,BR,"(-27.6034133, -48.5224425)"
https://openalex.org/I4210138594,Rede de Química e Tecnologia,PT,
https://openalex.org/I182534213,Universidade do Porto,PT,"(41.1785423, -8.6022233)"
https://openalex.org/I110360157,Lovely Professional University,IN,"(31.2534122, 75.7034029)"
https://openalex.org/I4210136397,Conagra Brands (United States),US,
https://openalex.org/I114395901,University of Nebraska–Lincoln,US,"(40.8305567, -96.6697373)"
https://openalex.org/I114724429,Central University of Punjab,IN,"(30.137965, 74.7904002)"
https://openalex.org/I4576418,University of Technology Malaysia,MY,"(1.5585223, 103.6399138)"
https://openalex.org/I78978612,Yangzhou University,CN,"(32.3441707, 119.3946419)"
https://openalex.org/I102345215,Xihua University,CN,"(30.7797352, 103.9527277)"
https://openalex.org/I169768744,Norwich University,US,"(44.139179, -72.6612695)"
https://openalex.org/I130238516,University of Minnesota,US,"(44.9863418, -93.1794451)"
https://openalex.org/I140172145,University of Connecticut,US,"(41.8111114, -72.2483889)"
https://openalex.org/I57328836,North Dakota State University,US,"(46.897155, -96.8182654)"
https://openalex.org/I55712492,Zhejiang University of Technology,CN,"(30.2310563, 120.0364832)"
https://openalex.org/I88830068,Shaanxi Normal University,CN,"(34.1552786, 108.8866313)"
https://openalex.org/I75059550,Zhejiang Gongshang University,CN,"(30.2874377, 120.1319505)"
https://openalex.org/I33162209,"Islamic Azad University, Lahijan Branch",IR,
https://openalex.org/I183067930,Shanghai Jiao Tong University,CN,"(31.2008912, 121.4283949)"
https://openalex.org/I31746571,UNSW Sydney,AU,"(-33.9175994, 151.2312369)"
https://openalex.org/I5561750,University of Bari Aldo Moro,IT,"(41.1094882, 16.8816878)"
https://openalex.org/I4210098328,Consorzio Interuniversitario per lo Sviluppo dei Sistemi a Grande Interfase,IT,
https://openalex.org/I41125697,AgResearch,NZ,"(-41.1328503, 175.0573381)"
https://openalex.org/I143302722,University of Kentucky,US,"(38.0266291, -84.5047222)"
https://openalex.org/I4210094422,Central Institute for Research on Cotton Technology,IN,
https://openalex.org/I201799495,Middle East Technical University,TR,"(39.8755074, 32.7855305)"
https://openalex.org/I115228651,"Agency for Science, Technology and Research",SG,
https://openalex.org/I4210167101,Clinical Nutrition Research Centre,SG,
https://openalex.org/I4210100913,Institute for Research and Technology in Food and Agriculture,ES,
https://openalex.org/I1304743227,Central Institute of Fisheries Technology,IN,
https://openalex.org/I170238339,Duy Tan University,VN,"(16.0493715, 108.1592924)"
https://openalex.org/I179420787,Indian Council of Agricultural Research,IN,
https://openalex.org/I4210097415,National Bureau of Plant Genetic Resources,IN,"(28.6301493, 77.1509839)"
https://openalex.org/I4210125143,Chengdu University,CN,"(30.6490115, 104.1785118)"
https://openalex.org/I4210150385,Innovation Team (China),CN,
https://openalex.org/I86958956,Ferdowsi University of Mashhad,IR,"(36.3096482, 59.5293728)"
https://openalex.org/I4390039291,Saint-Hyacinthe Research and Development Centre,,
https://openalex.org/I55931168,Cukurova University,TR,"(37.0500064, 35.3573623)"
https://openalex.org/I1306687154,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,IN,"(34.2803933, 74.774459)"
https://openalex.org/I4210099012,Institute of Food Science and Technology,CN,
https://openalex.org/I115592961,Jiangsu University,CN,"(32.2028216, 119.5095502)"
https://openalex.org/I4210142396,Oil Crops Research Institute,CN,"(30.58139, 114.33296)"
https://openalex.org/I132369690,Tianjin University of Science and Technology,CN,
https://openalex.org/I79189158,University of Castilla-La Mancha,ES,
https://openalex.org/I119454577,Nanjing Agricultural University,CN,
https://openalex.org/I165932596,National University of Singapore,SG,"(1.2959845, 103.7766186)"
https://openalex.org/I4210087107,Jiangsu Academy of Agricultural Sciences,CN,
https://openalex.org/I109935558,Ningbo University,CN,"(29.9091815, 121.6334863)"
https://openalex.org/I99542240,Polish Academy of Sciences,PL,"(52.2377936, 21.0181978)"
https://openalex.org/I4210119410,Institute of Fundamental Technological Research,PL,
https://openalex.org/I166459259,Shiraz University,IR,"(29.6494974, 52.5122319)"
https://openalex.org/I103703290,Sakarya University,TR,"(40.742134, 30.331007)"
https://openalex.org/I145894827,Indian Institute of Technology Kharagpur,IN,"(22.3146519, 87.3099912)"
https://openalex.org/I61057504,Fujian Agriculture and Forestry University,CN,
https://openalex.org/I102208913,Shihezi University,CN,"(44.3079869, 86.0549057)"
https://openalex.org/I163074564,Gulf Medical University,AE,"(25.4178285, 55.5016581)"
https://openalex.org/I110109458,Tianjin University of Commerce,CN,
https://openalex.org/I140221134,Anhui Agricultural University,CN,"(31.8648767, 117.2507188)"
https://openalex.org/I4210110650,Nanchang Normal University,CN,
https://openalex.org/I4210110946,Ministry of Agriculture,HU,"(43.5262674, -80.2267799)"
https://openalex.org/I94357780,Zhongkai University of Agriculture and Engineering,CN,"(23.1096625, 113.275758)"
https://openalex.org/I97009856,Bohai University,CN,"(41.0842812, 121.1130027)"
https://openalex.org/I168879160,Zhejiang University of Science and Technology,CN,
https://openalex.org/I31847773,Zhejiang Ocean University,CN,"(30.0380188, 122.1099107)"
https://openalex.org/I342702707,National Institute of Food Technology Entrepreneurship and Management,IN,
https://openalex.org/I134892692,Chaitanya Bharathi Institute of Technology,IN,
https://openalex.org/I167153416,Visvesvaraya National Institute of Technology,IN,"(21.1260843, 79.0497523)"
https://openalex.org/I88372448,Dalian Polytechnic University,CN,
https://openalex.org/I108160477,Hebei Agricultural University,CN,"(38.5208354, 114.9630953)"
https://openalex.org/I4210164447,Ministry of Education and Child Care,CA,
https://openalex.org/I4210124184,Heilongjiang Bayi Agricultural University,CN,"(46.5853525, 125.1612142)"
https://openalex.org/I79223203,Guangdong Ocean University,CN,"(21.2008693, 110.4063097)"
https://openalex.org/I204337017,Aarhus University,DK,"(56.1670905, 10.2026177)"
https://openalex.org/I4210125155,Institute of Food Science & Technology,GB,
