,name,country,lat,lng
I165733156,University of Georgia,US,,
I8764889,University of Gondar,ET,,
I14116566,Wuhan Polytechnic University,CN,,
I4210133356,Scientific Games (Australia),AU,,
I35570632,Ørsted (Denmark),DK,,
I118574687,University of Miyazaki,JP,,
I165230279,Universitas Gadjah Mada,ID,,
I4210087602,Laboratoire de Génie Chimique,FR,,
I198244214,Université Clermont Auvergne,FR,,
I115475287,Oklahoma State University,US,,
I629287,Simón Bolívar University,VE,,
I46176106,Universidad de Burgos,ES,,
I262037059,Universidade Norte do Paraná,BR,,
I49451733,Université d'Angers,FR,,
I4210109925,Cargill (United States),US,,
I124326101,University of Teramo,IT,,
I174183983,Maria Curie-Skłodowska University,PL,,
I4210165251,Anti Filariasis Campaign,LK,,
I4210147396,Instituto de Química Física Blas Cabrera,ES,,
I102197404,Université Paris-Sud,FR,,
I3121987637,Universidad Nacional del Litoral,AR,,
I47996466,University of Warmia and Mazury in Olsztyn,PL,,
I4210116118,Centro de Excelencia en Procesos y Productos de Córdoba,AR,,
I68891433,Indian Institute of Technology Delhi,IN,,
I113198587,National Institute of Genetics,JP,,
I104946051,Nihon University,JP,,
I123387679,Uppsala University,SE,,
I4210163498,Nederlands Instituut Voor Zuivel Oonderzoek,NL,,
I40347166,University of Chicago,US,,
I85324120,Tohoku Medical and Pharmaceutical University,JP,,
I103163165,Florida State University,US,,
I26347476,Loma Linda University,US,,
I4210088650,Center for Grain and Animal Health Research,US,,
I132359460,University of Burdwan,IN,,
I139024713,Guangdong University of Technology,CN,,
I4210100172,Centro de Investigación en Alimentación y Desarrollo,MX,,
I143804889,Loughborough University,GB,,
I27825529,California State University Los Angeles,US,,
I37461747,Wuhan University,CN,,
I110402625,Kyushu Kyoritsu University,JP,,
I118292597,National Taipei University of Technology,TW,,
I16365422,Hefei University of Technology,CN,,
I207852960,Saskatchewan Research Council (Canada),CA,,
I4210113448,Institut Laue-Langevin,FR,,
I1290625346,Hungarian Central Statistical Office,HU,,
I36152291,Henan University of Technology,CN,,
I23171815,Zhengzhou University of Light Industry,CN,,
I181647926,University of Strathclyde,GB,,
I199921877,"University of Agricultural Sciences, Bangalore",IN,,
I124158823,Conservatoire National des Arts et Métiers,FR,,
I22248866,AgroParisTech,FR,,
I4210095308,Laboratoire des Matériaux Avancés,FR,,
I108290504,University of Pisa,IT,,
I165339363,Universidad de Oviedo,ES,,
I4210099679,Protein Express (United States),US,,
I200777214,National and Kapodistrian University of Athens,GR,,
I135836153,Shenyang Agricultural University,CN,,
I132586189,Zhongyuan University of Technology,CN,,
I4210142271,Wan Fang Hospital,TW,,
I28006308,Shandong Normal University,CN,,
I4210115515,Nanyang Institute of Technology,CN,,
I110109458,Tianjin University of Commerce,CN,,
I119454577,Nanjing Agricultural University,CN,,
I2799773085,Nanjing General Hospital of Nanjing Military Command,CN,,
I4210152006,Jilin Agricultural University,CN,,
I4210131959,National Research Centre,EG,,
I98677209,University of Edinburgh,GB,,
I177969490,University of Southern Denmark,DK,,
I4391012572,Akademickie Centrum Komputerowe Cyfronet AGH,PL,,
I4210144267,Shriners Hospitals for Children,US,,
I135598925,Kyushu University,JP,,
I177483745,Université Joseph Fourier,FR,,
I76245029,Ss. Cyril and Methodius University in Skopje,MK,,
I4210121908,Biostatistique et Processus Spatiaux,FR,,
I4210138910,Unité Mixte de Recherche sur les Herbivores,FR,,
I1292875679,Commonwealth Scientific and Industrial Research Organisation,AU,,
I130769515,Pennsylvania State University,US,,
I102064193,University of Siena,IT,,
I174306211,Technion – Israel Institute of Technology,IL,,
I32625721,University of Saskatchewan,CA,,
I35777872,North Carolina Agricultural and Technical State University,US,,
I165143802,University of Queensland,AU,,
I107539069,Chaudhary Devi Lal University,IN,,
I165682329,Guru Nanak Dev University,IN,,
I162838928,National Chung Hsing University,TW,,
I204743663,University of Mysore,IN,,
I135191193,University of Indianapolis,US,,
I55769427,Indiana University – Purdue University Indianapolis,US,,
I255141171,University of Matanzas,CU,,
I317356780,Osaka City University,JP,,
I4210165561,San-Ei Gen F.F.I (Japan),JP,,
I80538482,Harran University,TR,,
I150406212,University of Khartoum,SD,,
I197251160,Hebrew University of Jerusalem,IL,,
I154338468,University of Fribourg,CH,,
I120217413,Izmir Institute of Technology,TR,,
I4210143448,Instituto Biofisika,ES,,
I900890020,University of Palermo,IT,,
I4210095520,Methodist University of Piracicaba,BR,,
I8961855,Universidad Nacional Autónoma de México,MX,,
I28407311,University of Manchester,GB,,
I146773158,Qingdao Agricultural University,CN,,
I199691007,Brazilian Agricultural Research Corporation,BR,,
I31466659,Chapingo Autonomous University,MX,,
I4210138163,Novozymes (United States),US,,
I91136226,University of Sheffield,GB,,
I12700597,Sivas Cumhuriyet Üniversitesi,TR,,
I17974374,Universidade de São Paulo,BR,,
I123044942,Universitat Autònoma de Barcelona,ES,,
I139264467,Seoul National University,KR,,
I66200439,Naresuan University,TH,,
I36234482,University of Bristol,GB,,
I4210093777,Nestlé (United Kingdom),GB,,
I191240316,University of Hull,GB,,
I90183372,Université de Lorraine,FR,,
I4210151964,National Institute of Health Sciences,JP,,
I59738393,Gaziantep University,TR,,
I174458059,National Technical University of Athens,GR,,
I145487455,Cairo University,EG,,
I4210131621,Instituto de Ciencia y Tecnología de Alimentos y Nutrición,ES,,
I106887733,Novozymes (Denmark),DK,,
I172574986,Kaunas University of Technology,LT,,
I94518387,Hanoi University of Science and Technology,VN,,
I1331278255,Universidade de Ribeirão Preto,BR,,
I251424209,University of Girona,ES,,
I4210113026,Netherlands Organisation for Health Research and Development,NL,,
I43777268,Nagasaki University,JP,,
I4210154508,Food & Nutrition,NL,,
I48843708,Pamukkale University,TR,,
I102322142,"Rutgers, The State University of New Jersey",US,,
I4210152478,State Key Laboratory of Polymer Physics and Chemistry,CN,,
I4210092888,Changchun Institute of Applied Chemistry,CN,,
I4210147035,Institute of Biochemical Physics NM Emanuel,RU,,
I4210123907,National University College,PR,,
I183570559,National Chiayi University,TW,,
I84641585,Sokoine University of Agriculture,TZ,,
I3019092743,University of Agriculture in Krakow,PL,,
I4210092770,Cracow University of Technology,PL,,
I78715868,University of Arkansas at Fayetteville,US,,
I87653560,VTT Technical Research Centre of Finland,FI,,
I4210163439,Tieto (Finland),FI,,
I4104125,Universidade Federal de Santa Catarina,BR,,
I157725225,University of Illinois Urbana-Champaign,US,,
I4210166208,"Animal, Food and Health Sciences",AU,,
I4210138055,Agriculture and Food,AU,,
I99682543,University of Minho,PT,,
I38476204,Urmia University,IR,,
I39422238,University of Illinois Chicago,US,,
I345918524,Southwest Bahia State University,BR,,
I70931966,Université de Montréal,CA,,
I114457229,University of Geneva,CH,,
I4210088206,N.D. Zelinsky Institute of Organic Chemistry,RU,,
I4210099176,Universidade Cidade de São Paulo,BR,,
I19894307,Université de Montpellier,FR,,
I4210106126,Université des Sciences de la Santé,GA,,
I114218197,Chinese Academy of Social Sciences,CN,,
I80281795,University of Otago,NZ,,
I78744979,La Rochelle Université,FR,,
I173755004,Universidad Michoacana de San Nicolás de Hidalgo,MX,,
I154347574,University of Rijeka,HR,,
I4210089209,Japan International Research Center for Agricultural Sciences,JP,,
I4210104197,Food Process Engineering and Microbiology,FR,,
I2803035111,Institute for Atomic and Molecular Physics,NL,,
I95634034,Gazi University,TR,,
I78880903,Universidad de Huelva,ES,,
I138801177,University of Ulster,GB,,
I92614990,Tokyo University of Agriculture and Technology,JP,,
I66862912,Chalmers University of Technology,SE,,
I1662191,University of Puerto Rico at Río Piedras,PR,,
I12213908,Ming Chi University of Technology,TW,,
I180664298,Federal University of Technology,NG,,
I4210132843,Norfolk Museums Service,GB,,
I4210096386,Bridge University,SS,,
I39481719,Institut National de la Recherche Scientifique,CA,,
I4210097320,Instytut Chemii i Techniki Jądrowej,PL,,
I78650965,TU Dresden,DE,,
I41156924,Victoria University of Wellington,NZ,,
I99121787,MacDiarmid Institute for Advanced Materials and Nanotechnology,NZ,,
I36243813,Universidad Nacional de Colombia,CO,,
I129774422,University of Vienna,AT,,
I2802209051,Kajaani University of Applied Sciences,FI,,
I98381234,University of Oulu,FI,,
I87289247,Murmansk State Technical University,RU,,
I23946033,University of Tehran,IR,,
I138689650,University of Padua,IT,,
I4210116501,Département Génétique Animale,FR,,
I68956291,Martin Luther University Halle-Wittenberg,DE,,
I4210097641,Istituto Nazionale di Ricerca per gli Alimenti e la Nutrizione,IT,,
I66752286,University of Milano-Bicocca,IT,,
I4923324,Fraunhofer Society,DE,,
I185790649,Indian Veterinary Research Institute,IN,,
I4210108051,Central Institute for Research on Goats,IN,,
I2801148539,Synchrotron soleil,FR,,
I161127581,Universidade Federal Fluminense,BR,,
I154864474,National Taiwan University of Science and Technology,TW,,
I165932596,National University of Singapore,SG,,
I201799495,Middle East Technical University,TR,,
I75124487,Gdańsk Medical University,PL,,
I171210897,Aligarh Muslim University,IN,,
I3111280877,Brf (Brazil),BR,,
I124055696,University of Copenhagen,DK,,
I61372060,PA Consulting Group,GB,,
I3132410176,Morioka University,JP,,
I151746483,University of Waterloo,CA,,
I4210147867,Sciences pour L’Œnologie,FR,,
I124227911,Ben-Gurion University of the Negev,IL,,
I85922643,Nagaoka University of Technology,JP,,
I31683504,Beijing Forestry University,CN,,
I62396329,Université de Rouen Normandie,FR,,
I136199984,Harvard University,US,,
I1316535847,Beth Israel Deaconess Medical Center,US,,
I103146751,University of the Faroe Islands,FO,,
I138367206,Central Institute of Agricultural Engineering,IN,,
I170726198,University of Novi Sad,RS,,
I113306721,Hiroshima University,JP,,
I60668342,University of Regensburg,DE,,
I96673099,Technical University of Denmark,DK,,
I100532134,Université Claude Bernard Lyon 1,FR,,
I64351976,University of Maiduguri,NG,,
I4210164629,Pension Fund for Care and Well-Being,NL,,
I4210134531,Physiologie de la Nutrition et du Comportement Alimentaire,FR,,
I891191580,Aalborg University,DK,,
I1336096307,United States Department of Agriculture,US,,
I4210148978,Hospital de Clínicas da Unicamp,BR,,
I150729083,Universidade de Brasília,BR,,
I4210098328,Consorzio Interuniversitario per lo Sviluppo dei Sistemi a Grande Interfase,IT,,
I97188460,Nantes Université,FR,,
I163770644,Okayama University,JP,,
I4210115176,National Interuniversity Consortium for the Physical Sciences of Matter,IT,,
I71267560,University of Naples Federico II,IT,,
I98251732,McMaster University,CA,,
I2801259263,McMaster University Medical Centre,CA,,
I154099455,Shandong University,CN,,
I4210117686,Japan Fisheries Research and Education Agency,JP,,
I2799731175,Forestry Research Institute of Nigeria,NG,,
I141720752,Davidson College,US,,
I916559398,Kindai University,JP,,
I70349855,Vietnam Academy of Science and Technology,VN,,
I4210102827,Shanghai Customs College,CN,,
I180949307,Illinois Institute of Technology,US,,
I86987016,KTH Royal Institute of Technology,SE,,
I24927338,Chaudhary Charan Singh Haryana Agricultural University,IN,,
I138925566,Ewha Womans University,KR,,
I137975476,Shinshu University,JP,,
I4210162928,Ōtani University,JP,,
I119203015,Shandong University of Technology,CN,,
I108714496,Tunis University,TN,,
I118347636,Australian National University,AU,,
I165998391,Indian Association for the Cultivation of Science,IN,,
I2802913842,A. N. Nesmeyanov Institute of Organoelement Compounds,RU,,
I115228651,"Agency for Science, Technology and Research",SG,,
I142093473,Yazaki (United States),US,,
I4210147400,Tokiwa Park,JP,,
I40479246,Technological Educational Institute of Athens,GR,,
I4210135642,Heilongjiang Academy of Land Reclamation Sciences,CN,,
I4210161636,Human Growth Foundation,US,,
I56590836,Monash University,AU,,
I178232147,Guizhou University,CN,,
I4210095439,Guizhou Minzu University,CN,,
I189210763,Yunnan University,CN,,
I112862951,University of Messina,IT,,
I121820613,Louisiana State University,US,,
I16337185,University of Sannio,IT,,
I102335020,Karlsruhe Institute of Technology,DE,,
I4210122871,Centre d'Economie et de Sociologie Appliquées à l'Agriculture et aux Espaces Ruraux,FR,,
I4210088668,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",FR,,
I42405503,Gifu University,JP,,
I4210133560,Centro Diagnostico Italiano,IT,,
I9360294,University of Bologna,IT,,
I204983213,Harbin Institute of Technology,CN,,
I6645349,Southwest Minzu University,CN,,
I142108993,Southwest University,CN,,
I4210124625,Hokkaido Agricultural Research Center,JP,,
I1303217353,Carnegie Council for Ethics in International Affairs,US,,
I22433950,Altera (United States),US,,
I4210088242,ProterixBio (United States),US,,
I4210090181,Instituto de Tecnologia de Alimentos,BR,,
I110200422,Universidade Federal de Minas Gerais,BR,,
I25169866,Universidade Católica Portuguesa,PT,,
I146148859,Showa Women's University,JP,,
I4210152793,All-Russian Research Institute of Genetics and Farm Animal Breeding,RU,,
I110440473,Xi'an University of Science and Technology,CN,,
I94611258,Hebei Normal University,CN,,
I4210099004,Guangdong Academy of Agricultural Sciences,CN,,
I204823248,Huazhong Agricultural University,CN,,
I4750791,Henan Agricultural University,CN,,
I3923682,Soochow University,CN,,
I102345215,Xihua University,CN,,
I4210103745,Changji University,CN,,
I141649914,Nanchang University,CN,,
I169572211,Northeast Agricultural University,CN,,
I61529313,Clifford Chance,GB,,
I51622183,Shaanxi University of Science and Technology,CN,,
I4387154587,LG Chem (South Korea),,,
I2801944787,Cocoa Research Institute of Nigeria,NG,,
I20089843,Princeton University,US,,
I135768898,Ritsumeikan University,JP,,
I200362191,Universidad Autónoma Metropolitana,MX,,
I67607428,Soka University of America,US,,
I4210146665,Laboratoire Rhéologie et Procédés,FR,,
I4210145660,Bio-Medical Science (South Korea),KR,,
I4210139033,Centre de recherche Translationnelle en Médecine moléculaire,FR,,
I162148367,Pontificia Universidad Católica de Chile,CL,,
I67388046,Gorgan University of Agricultural Sciences and Natural Resources,IR,,
I63341726,Université du Québec à Trois-Rivières,CA,,
I4210165874,Alliance Protein Laboratories (United States),US,,
I148128674,University of Shanghai for Science and Technology,CN,,
I130343225,Universiti Putra Malaysia,MY,,
I86501945,University of Delaware,US,,
I4210153536,National Institute of Plant Genome Research,IN,,
I75059550,Zhejiang Gongshang University,CN,,
I83332908,University of Blida,DZ,,
I4210128300,Institut de Chimie,FR,,
I91045830,Texas A&M University,US,,
I2801613365,Mitchell Institute,US,,
I204337017,Aarhus University,DK,,
I204778367,Norwegian University of Science and Technology,NO,,
I39804081,Sorbonne Université,FR,,
I4210128116,Fraunhofer Institute for Applied Polymer Research,DE,,
I4210132205,Sciences et Ingénierie de la Matière Molle,FR,,
I4210109520,TiFN,NL,,
I5681781,University of Adelaide,AU,,
I97018004,Stanford University,US,,
I142263535,University of Nottingham,GB,,
I4210096597,Food Research Institute,JP,,
I4210152154,State Key Laboratory of Food Science and Technology,CN,,
I198873322,Golestan University,IR,,
I2799857465,Laboratoire de physique des Solides,FR,,
I4210088087,Ingénierie des Agropolymères et Technologies Emergentes,FR,,
I4210097332,Institut de Mécanique et d'Ingénierie,FR,,
I4210160189,Institut Polytechnique de Bordeaux,FR,,
I157392197,Hashemite University,JO,,
I146399215,University of Tsukuba,JP,,
I165779595,The University of Melbourne,AU,,
I118406505,Ministry of Food and Drug Safety,KR,,
I10457146,Universidad de Santiago de Chile,CL,,
I4210137306,Stanford Medicine,US,,
I128956969,Texas Christian University,US,,
I88170914,Scottish Association For Marine Science,GB,,
I111277659,Chonnam National University,KR,,
I181231927,National University of Ireland,IE,,
I39063666,University of Catania,IT,,
I16019930,Saha Institute of Nuclear Physics,IN,,
I4210100606,Unilever (United States),US,,
I76973811,Bolu Abant İzzet Baysal University,TR,,
I4210086780,Japan Science and Technology Agency,JP,,
I4210143546,U.S. Dairy Forage Research Center,US,,
I45438204,The University of Texas at San Antonio,US,,
I45084792,University of Florence,IT,,
I162827531,Indian Institute of Technology Bombay,IN,,
I201933988,Kagawa University,JP,,
I52180223,Hunan Agricultural University,CN,,
I78978612,Yangzhou University,CN,,
I4210147723,Max Rubner Institut,DE,,
I171892758,Forschungszentrum Jülich,DE,,
I98910050,ESPCI Paris,FR,,
I4210106481,Hellenic Agency for Local Development and Local Government,GR,,
I197907453,Akdeniz University,TR,,
I1304743227,Central Institute of Fisheries Technology,IN,,
I18045400,Federal University of Agriculture,NG,,
I4210093304,Universidad de Cuautitlán Izcalli,MX,,
I172446870,University of Cagliari,IT,,
I1329621470,Bhabha Atomic Research Centre,IN,,
I252758333,Govind Ballabh Pant University of Agriculture and Technology,IN,,
I4210095825,Centro Científico Tecnológico - San Juan,AR,,
I24768866,Bulgarian Academy of Sciences,BG,,
I4210136228,Institute of Plant Physiology and Genetics,BG,,
I106118109,Eötvös Loránd University,HU,,
I4210147881,Federal Office for Agriculture,CH,,
I4210139035,Agroscope,CH,,
I123946342,Binghamton University,US,,
I4210101907,Lilongwe University of Agriculture and Natural Resources,MW,,
I157591606,University of Malawi,MW,,
I230495080,University of Limerick,IE,,
I13955877,Bar-Ilan University,IL,,
I2800387288,European Commission,BE,,
I4210161702,Directorate-General Joint Research Centre,BE,,
I129488602,Burapha University,TH,,
I183067930,Shanghai Jiao Tong University,CN,,
I130238516,University of Minnesota,US,,
I38119467,Chr. Hansen (Denmark),DK,,
I3130751423,Shaoguan University,CN,,
I157492648,Autonomous University of Queretaro,MX,,
I68368234,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,MX,,
